Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
result,Chrome 70.0.3538.102,,2018-11-16 13:23:49,2018-11-16 13:24:00,11.413s,ERROR
,,,,,,
Test Cases/dailyTesting/2.login/backofficeLogin,Chrome 70.0.3538.102,,2018-11-16 13:23:49,2018-11-16 13:23:58,8.536s,PASSED
backoffice.openBrowserBackoffice.openbrowserBackoffice,Chrome 70.0.3538.102,,2018-11-16 13:23:50,2018-11-16 13:23:55,5.656s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-16 13:23:55,2018-11-16 13:23:55,0.172s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-16 13:23:55,2018-11-16 13:23:56,0.172s,PASSED
click,Chrome 70.0.3538.102,,2018-11-16 13:23:56,2018-11-16 13:23:58,2.201s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-16 13:23:58,2018-11-16 13:23:58,0.071s,PASSED
,,,,,,
Test Cases/dailyTesting/7.settlement/result,Chrome 70.0.3538.102,,2018-11-16 13:23:58,2018-11-16 13:24:00,1.782s,ERROR
backoffice.bettingMatch.match,Chrome 70.0.3538.102,,2018-11-16 13:23:58,2018-11-16 13:23:59,1.026s,PASSED
click,Chrome 70.0.3538.102,,2018-11-16 13:23:59,2018-11-16 13:23:59,0.311s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-16 13:23:59,2018-11-16 13:24:00,0.229s,PASSED
sendKeys,Chrome 70.0.3538.102,,2018-11-16 13:24:00,2018-11-16 13:24:00,0.004s,PASSED
