Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
add10kbalance,Chrome 70.0.3538.102,,2018-11-19 17:40:36,2018-11-19 17:41:03,26.624s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/openBrowserFrontend,Chrome 70.0.3538.102,,2018-11-19 17:40:36,2018-11-19 17:40:48,11.647s,PASSED
frontend.openBrowserFrontend.openbrowserFrontend,Chrome 70.0.3538.102,,2018-11-19 17:40:37,2018-11-19 17:40:48,10.929s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/frontendLogin,Chrome 70.0.3538.102,,2018-11-19 17:40:48,2018-11-19 17:40:57,9.079s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 17:40:48,2018-11-19 17:40:49,0.293s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 17:40:49,2018-11-19 17:40:49,0.163s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 17:40:49,2018-11-19 17:40:51,2.018s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 17:40:51,2018-11-19 17:40:51,0.109s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-19 17:40:51,2018-11-19 17:40:52,1.241s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 17:40:52,2018-11-19 17:40:57,5.001s,PASSED
,,,,,,
Test Cases/dailyTesting/3.fundingAccount/fundingAccount,Chrome 70.0.3538.102,,2018-11-19 17:40:57,2018-11-19 17:41:02,4.663s,PASSED
Statement - log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 70.0.3538.102,,2018-11-19 17:40:57,2018-11-19 17:40:57,0.001s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 17:40:57,2018-11-19 17:40:57,0.098s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 17:40:57,2018-11-19 17:40:58,0.169s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 17:40:58,2018-11-19 17:40:58,0.279s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 17:40:58,2018-11-19 17:41:01,3.001s,PASSED
Statement - balance = transferBalance,Chrome 70.0.3538.102,,2018-11-19 17:41:01,2018-11-19 17:41:01,0.000s,PASSED
"Statement - log.logInfo(""USERS BALANCE "" + balance)",Chrome 70.0.3538.102,,2018-11-19 17:41:01,2018-11-19 17:41:01,0.003s,PASSED
Statement - balance = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 70.0.3538.102,,2018-11-19 17:41:01,2018-11-19 17:41:01,0.001s,PASSED
Statement - If (balance <= 10000),Chrome 70.0.3538.102,,2018-11-19 17:41:01,2018-11-19 17:41:02,0.861s,PASSED
