Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
matchDetails,Chrome 70.0.3538.102,,2018-11-16 11:37:17,2018-11-16 11:37:39,21.192s,FAILED
,,,,,,
Test Cases/dailyTesting/2.login/backofficeLogin,Chrome 70.0.3538.102,,2018-11-16 11:37:18,2018-11-16 11:37:29,10.956s,PASSED
backoffice.openBrowserBackoffice.openbrowserBackoffice,Chrome 70.0.3538.102,,2018-11-16 11:37:18,2018-11-16 11:37:23,5.399s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-16 11:37:23,2018-11-16 11:37:24,0.169s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-16 11:37:24,2018-11-16 11:37:24,0.164s,PASSED
click,Chrome 70.0.3538.102,,2018-11-16 11:37:24,2018-11-16 11:37:26,2.105s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-16 11:37:26,2018-11-16 11:37:29,2.837s,PASSED
,,,,,,
Test Cases/dailyTesting/6.betting/matchDetails,Chrome 70.0.3538.102,,2018-11-16 11:37:29,2018-11-16 11:37:38,9.054s,FAILED
backoffice.bettingMatch.match,Chrome 70.0.3538.102,,2018-11-16 11:37:29,2018-11-16 11:37:30,1.243s,PASSED
click,Chrome 70.0.3538.102,,2018-11-16 11:37:30,2018-11-16 11:37:30,0.174s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-16 11:37:30,2018-11-16 11:37:30,0.201s,PASSED
sendKeys,Chrome 70.0.3538.102,,2018-11-16 11:37:30,2018-11-16 11:37:31,0.107s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-16 11:37:31,2018-11-16 11:37:34,3.025s,PASSED
selectOptionByLabel,Chrome 70.0.3538.102,,2018-11-16 11:37:34,2018-11-16 11:37:34,0.248s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-16 11:37:34,2018-11-16 11:37:37,3.003s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-16 11:37:37,2018-11-16 11:37:37,0.043s,PASSED
click,Chrome 70.0.3538.102,,2018-11-16 11:37:37,2018-11-16 11:37:37,0.168s,PASSED
switchToWindowIndex,Chrome 70.0.3538.102,,2018-11-16 11:37:37,2018-11-16 11:37:38,0.676s,FAILED
