Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
createArena,Chrome 70.0.3538.77,,2018-11-07 14:12:43,2018-11-07 14:12:58,15.132s,FAILED
,,,,,,
Test Cases/dailyTesting/login/backofficeLogin,Chrome 70.0.3538.77,,2018-11-07 14:12:43,2018-11-07 14:12:53,10.225s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-07 14:12:43,2018-11-07 14:12:47,3.508s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-07 14:12:47,2018-11-07 14:12:48,1.170s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-07 14:12:48,2018-11-07 14:12:51,2.688s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-07 14:12:51,2018-11-07 14:12:51,0.176s,PASSED
setEncryptedText,Chrome 70.0.3538.77,,2018-11-07 14:12:51,2018-11-07 14:12:51,0.215s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:51,2018-11-07 14:12:53,2.034s,PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-07 14:12:53,2018-11-07 14:12:53,0.151s,PASSED
,,,,,,
Test Cases/dailyTesting/arenaCreation/createArena,Chrome 70.0.3538.77,,2018-11-07 14:12:53,2018-11-07 14:12:56,2.386s,FAILED
focus,Chrome 70.0.3538.77,,2018-11-07 14:12:53,2018-11-07 14:12:54,0.122s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-07 14:12:54,2018-11-07 14:12:54,0.041s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:54,2018-11-07 14:12:55,0.938s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:55,2018-11-07 14:12:55,0.119s,PASSED
getWindowIndex,Chrome 70.0.3538.77,,2018-11-07 14:12:55,2018-11-07 14:12:55,0.021s,PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-07 14:12:55,2018-11-07 14:12:55,0.656s,PASSED
switchToWindowIndex,Chrome 70.0.3538.77,,2018-11-07 14:12:55,2018-11-07 14:12:56,0.349s,FAILED
,,,,,,
Test Cases/dailyTesting/arenaCreation/createArena,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.455s,FAILED
focus,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.049s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.014s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.362s,FAILED
,,,,,,
Test Cases/dailyTesting/arenaCreation/createArena,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:57,0.413s,FAILED
focus,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.044s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:56,0.015s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:56,2018-11-07 14:12:57,0.343s,FAILED
,,,,,,
Test Cases/dailyTesting/arenaCreation/createArena,Chrome 70.0.3538.77,,2018-11-07 14:12:57,2018-11-07 14:12:57,0.418s,FAILED
focus,Chrome 70.0.3538.77,,2018-11-07 14:12:57,2018-11-07 14:12:57,0.038s,PASSED
verifyElementPresent,Chrome 70.0.3538.77,,2018-11-07 14:12:57,2018-11-07 14:12:57,0.015s,PASSED
click,Chrome 70.0.3538.77,,2018-11-07 14:12:57,2018-11-07 14:12:57,0.355s,FAILED
