Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
submitOneBet,Chrome 70.0.3538.102,,2018-11-14 18:44:51,2018-11-14 18:45:15,24.236s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/openBrowserFrontend,Chrome 70.0.3538.102,,2018-11-14 18:44:51,2018-11-14 18:44:59,7.692s,PASSED
frontend.openBrowserFrontend.openbrowserFrontend,Chrome 70.0.3538.102,,2018-11-14 18:44:52,2018-11-14 18:44:59,7.421s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/frontendLogin,Chrome 70.0.3538.102,,2018-11-14 18:44:59,2018-11-14 18:45:09,9.509s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 18:44:59,2018-11-14 18:45:00,0.266s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 18:45:00,2018-11-14 18:45:00,0.188s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 18:45:00,2018-11-14 18:45:02,2.019s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 18:45:02,2018-11-14 18:45:02,0.127s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-14 18:45:02,2018-11-14 18:45:04,1.655s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 18:45:04,2018-11-14 18:45:09,5.001s,PASSED
,,,,,,
Test Cases/dailyTesting/6.betting/submitBet,Chrome 70.0.3538.102,,2018-11-14 18:45:09,2018-11-14 18:45:14,5.644s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 18:45:09,2018-11-14 18:45:09,0.437s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-14 18:45:09,2018-11-14 18:45:10,0.702s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 18:45:10,2018-11-14 18:45:10,0.354s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 18:45:10,2018-11-14 18:45:13,3.004s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-14 18:45:13,2018-11-14 18:45:13,0.103s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 18:45:13,2018-11-14 18:45:14,0.455s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 18:45:14,2018-11-14 18:45:14,0.334s,PASSED
