Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
checkLockLimit,Chrome 70.0.3538.110,,2018-11-28 15:40:22,2018-11-28 15:41:03,41.469s,PASSED
,,,,,,
Test Cases/dailyTesting/Backoffice/Login/backofficeLogin,Chrome 70.0.3538.110,,2018-11-28 15:40:22,2018-11-28 15:40:32,9.989s,PASSED
backoffice.openBrowserBackoffice.openbrowserBackoffice,Chrome 70.0.3538.110,,2018-11-28 15:40:22,2018-11-28 15:40:29,6.581s,PASSED
setText,Chrome 70.0.3538.110,,2018-11-28 15:40:29,2018-11-28 15:40:29,0.177s,PASSED
setEncryptedText,Chrome 70.0.3538.110,,2018-11-28 15:40:29,2018-11-28 15:40:29,0.195s,PASSED
click,Chrome 70.0.3538.110,,2018-11-28 15:40:29,2018-11-28 15:40:32,2.681s,PASSED
waitForElementVisible,Chrome 70.0.3538.110,,2018-11-28 15:40:32,2018-11-28 15:40:32,0.075s,PASSED
,,,,,,
Test Cases/dailyTesting/Backoffice/Match/createMatch,Chrome 70.0.3538.110,,2018-11-28 15:40:32,2018-11-28 15:40:53,20.973s,PASSED
backoffice.bettingMatch.match,Chrome 70.0.3538.110,,2018-11-28 15:40:32,2018-11-28 15:40:34,2.330s,PASSED
click,Chrome 70.0.3538.110,,2018-11-28 15:40:34,2018-11-28 15:40:35,0.240s,PASSED
delay,Chrome 70.0.3538.110,,2018-11-28 15:40:35,2018-11-28 15:40:37,2.026s,PASSED
waitForElementVisible,Chrome 70.0.3538.110,,2018-11-28 15:40:37,2018-11-28 15:40:37,0.048s,PASSED
click,Chrome 70.0.3538.110,,2018-11-28 15:40:37,2018-11-28 15:40:37,0.148s,PASSED
sendKeys,Chrome 70.0.3538.110,,2018-11-28 15:40:37,2018-11-28 15:40:37,0.316s,PASSED
sendKeys,Chrome 70.0.3538.110,,2018-11-28 15:40:37,2018-11-28 15:40:37,0.072s,PASSED
delay,Chrome 70.0.3538.110,,2018-11-28 15:40:37,2018-11-28 15:40:40,3.003s,PASSED
sendKeys,Chrome 70.0.3538.110,,2018-11-28 15:40:40,2018-11-28 15:40:40,0.142s,PASSED
sendKeys,Chrome 70.0.3538.110,,2018-11-28 15:40:40,2018-11-28 15:40:41,0.115s,PASSED
sendKeys,Chrome 70.0.3538.110,,2018-11-28 15:40:41,2018-11-28 15:40:41,0.144s,PASSED
