Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
createAccount,Chrome 70.0.3538.102,,2018-11-14 11:39:39,2018-11-14 11:40:12,32.868s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/openBrowserFrontend,Chrome 70.0.3538.102,,2018-11-14 11:39:39,2018-11-14 11:39:46,6.399s,PASSED
frontend.openBrowserFrontend.openbrowserFrontend,Chrome 70.0.3538.102,,2018-11-14 11:39:39,2018-11-14 11:39:46,6.174s,PASSED
,,,,,,
Test Cases/dailyTesting/1.accountCreation/signUp,Chrome 70.0.3538.102,,2018-11-14 11:39:46,2018-11-14 11:39:50,4.703s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-14 11:39:46,2018-11-14 11:39:46,0.078s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:39:46,2018-11-14 11:39:46,0.082s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:46,2018-11-14 11:39:47,0.723s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:47,2018-11-14 11:39:47,0.227s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:47,2018-11-14 11:39:47,0.130s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:47,2018-11-14 11:39:47,0.157s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:39:47,2018-11-14 11:39:47,0.108s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:39:47,2018-11-14 11:39:50,3.018s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/frontendLogin,Chrome 70.0.3538.102,,2018-11-14 11:39:50,2018-11-14 11:39:59,8.581s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:50,2018-11-14 11:39:51,0.144s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:39:51,2018-11-14 11:39:51,0.135s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:39:51,2018-11-14 11:39:53,2.000s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:39:53,2018-11-14 11:39:53,0.082s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-14 11:39:53,2018-11-14 11:39:54,1.080s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:39:54,2018-11-14 11:39:59,5.003s,PASSED
,,,,,,
Test Cases/dailyTesting/2.login/backofficeLogin,Chrome 70.0.3538.102,,2018-11-14 11:39:59,2018-11-14 11:40:07,7.939s,PASSED
backoffice.openBrowserBackoffice.openbrowserBackoffice,Chrome 70.0.3538.102,,2018-11-14 11:39:59,2018-11-14 11:40:04,5.292s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:40:04,2018-11-14 11:40:04,0.140s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-14 11:40:04,2018-11-14 11:40:05,0.180s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:40:05,2018-11-14 11:40:07,2.106s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-14 11:40:07,2018-11-14 11:40:07,0.065s,PASSED
,,,,,,
Test Cases/dailyTesting/1.accountCreation/playerList,Chrome 70.0.3538.102,,2018-11-14 11:40:07,2018-11-14 11:40:11,4.232s,PASSED
focus,Chrome 70.0.3538.102,,2018-11-14 11:40:07,2018-11-14 11:40:07,0.078s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:40:07,2018-11-14 11:40:08,0.688s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-14 11:40:08,2018-11-14 11:40:08,0.160s,PASSED
click,Chrome 70.0.3538.102,,2018-11-14 11:40:08,2018-11-14 11:40:08,0.113s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-14 11:40:08,2018-11-14 11:40:11,3.002s,PASSED
verifyElementText,Chrome 70.0.3538.102,,2018-11-14 11:40:11,2018-11-14 11:40:11,0.049s,PASSED
