Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginAndRegister4,Chrome 69.0.3497.100,,2018-10-12 12:51:10,2018-10-12 13:12:16,21m - 5.554s,FAILED
,,,,,,
Test Cases/Backoffice/Login,Chrome 69.0.3497.100,,2018-10-12 12:51:11,2018-10-12 12:51:22,11.572s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-12 12:51:12,2018-10-12 12:51:16,3.746s,PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-12 12:51:16,2018-10-12 12:51:17,1.172s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-12 12:51:17,2018-10-12 12:51:18,0.912s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:18,2018-10-12 12:51:18,0.189s,PASSED
setEncryptedText,Chrome 69.0.3497.100,,2018-10-12 12:51:18,2018-10-12 12:51:18,0.159s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:18,2018-10-12 12:51:22,3.812s,PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-10-12 12:51:22,2018-10-12 12:51:22,0.100s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:22,2018-10-12 12:51:29,6.837s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:23,2018-10-12 12:51:23,0.105s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:23,2018-10-12 12:51:23,0.049s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:23,2018-10-12 12:51:24,0.781s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:24,0.211s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:24,0.138s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:24,0.118s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:24,0.138s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:24,0.115s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:24,2018-10-12 12:51:26,2.020s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:26,2018-10-12 12:51:27,0.853s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:27,2018-10-12 12:51:29,2.002s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:29,2018-10-12 12:51:36,6.450s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:29,2018-10-12 12:51:29,0.073s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:29,2018-10-12 12:51:29,0.018s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:29,2018-10-12 12:51:30,0.788s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:30,2018-10-12 12:51:30,0.263s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:30,2018-10-12 12:51:31,0.120s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:31,2018-10-12 12:51:31,0.119s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:31,2018-10-12 12:51:31,0.115s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:31,2018-10-12 12:51:31,0.102s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:31,2018-10-12 12:51:33,2.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:33,2018-10-12 12:51:34,0.814s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:34,2018-10-12 12:51:36,2.002s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:36,2018-10-12 12:51:42,6.175s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:36,2018-10-12 12:51:36,0.043s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:36,2018-10-12 12:51:36,0.014s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:36,2018-10-12 12:51:36,0.630s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:36,2018-10-12 12:51:37,0.209s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:37,2018-10-12 12:51:37,0.137s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:37,2018-10-12 12:51:37,0.098s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:37,2018-10-12 12:51:37,0.099s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:37,2018-10-12 12:51:37,0.092s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:37,2018-10-12 12:51:39,2.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:39,2018-10-12 12:51:40,0.842s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:40,2018-10-12 12:51:42,2.001s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:42,2018-10-12 12:51:48,6.232s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:42,2018-10-12 12:51:42,0.044s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:42,2018-10-12 12:51:42,0.013s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:42,2018-10-12 12:51:43,0.758s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:43,0.152s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:43,0.103s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:43,0.089s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:43,0.098s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:43,0.101s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:43,2018-10-12 12:51:45,2.003s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:45,2018-10-12 12:51:46,0.859s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:46,2018-10-12 12:51:48,2.002s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:48,2018-10-12 12:51:55,6.447s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:48,2018-10-12 12:51:48,0.042s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:48,2018-10-12 12:51:48,0.014s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:48,2018-10-12 12:51:49,0.614s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:49,0.171s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:49,0.133s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:49,0.104s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:49,0.104s,PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:49,0.100s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:49,2018-10-12 12:51:51,2.002s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:51,2018-10-12 12:51:53,1.152s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-12 12:51:53,2018-10-12 12:51:55,2.001s,PASSED
,,,,,,
Test Cases/Backoffice/RegisterAccount,Chrome 69.0.3497.100,Create 1000 user for UCF,2018-10-12 12:51:55,2018-10-12 12:52:01,6.280s,PASSED
focus,Chrome 69.0.3497.100,,2018-10-12 12:51:55,2018-10-12 12:51:55,0.042s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 12:51:55,2018-10-12 12:51:55,0.013s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 12:51:55,2018-10-12 12:51:55,0.594s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 12:51:55,2018-10-12 12:51:55,0.173s,PASSED
